jnspemda,kodefungsi,fungsi,kodesubfungsi,subfungsi,kodeurusan,urusan/unsur,kodebidang,uraibidang,kodeprogram,uraiprogram,kodekegiatan,uraikegiatan,kodesubkegiatan,uraisubkegiatan,kinerja,indikator,satuan
KABKOT,04,EKONOMI,90,Ekonomi lainnya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.18,URUSAN PEMERINTAHAN BIDANG PENANAMAN MODAL,2.18.04,PROGRAM PELAYANAN PENANAMAN MODAL,2.18.04.2.01,Pelayanan Perizinan dan Non Perizinan Secara Terpadu Satu Pintu dibidang Penanaman Modal yang Menjadi Kewenangan Daerah Kabupaten/ Kota,2.18.04.2.01.01,Penyediaan Pelayanan Terpadu Perizinan dan Nonperizinan Berbasis Sistem Pelayanan Perizinan Berusaha Terintegrasi Secara Elektronik,Tersedianya Pelayanan Terpadu Perizinan dan Non Perizinan Berbasis Sistem Pelayanan Perizinan Berusaha Terintegrasi Secara Elektronik bagi Pelaku usaha,Jumlah Pelaku Usaha yang Mendapatkan Pelayanan Terpadu Perizinan dan Non Perizinan Berbasis Sistem Pelayanan Perizinan Berusaha Terintegrasi Secara Elektronik ,Pelaku Usaha
KABKOT,04,EKONOMI,90,Ekonomi lainnya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.18,URUSAN PEMERINTAHAN BIDANG PENANAMAN MODAL,2.18.04,PROGRAM PELAYANAN PENANAMAN MODAL,2.18.04.2.01,Pelayanan Perizinan dan Non Perizinan Secara Terpadu Satu Pintu dibidang Penanaman Modal yang Menjadi Kewenangan Daerah Kabupaten/ Kota,2.18.04.2.01.02,Pemantauan Pemenuhan Komitmen Perizinan dan Non Perizinan Penanaman Modal,Terlaksananya Pemantauan Pemenuhan Kepatuhan atas Pemenuhan Komitmen Perizinan Berusaha dan Non Perizinan Penanaman Modal Bagi Kegiatan Usaha dari Pelaku Usaha,Jumlah Kegiatan Usaha dari Pelaku Usaha yang Mendapat Pemantauan Pemenuhan Komitmen Perizinan Berusaha dan Non Perizinan Penanaman Modal ,Kegiatan Usaha
KABKOT,04,EKONOMI,90,Ekonomi lainnya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.18,URUSAN PEMERINTAHAN BIDANG PENANAMAN MODAL,2.18.04,PROGRAM PELAYANAN PENANAMAN MODAL,2.18.04.2.01,Pelayanan Perizinan dan Non Perizinan Secara Terpadu Satu Pintu dibidang Penanaman Modal yang Menjadi Kewenangan Daerah Kabupaten/ Kota,2.18.04.2.01.03,Penyediaan Layanan Konsultasi dan Pengelolaan Pengaduan Masyarakat Terhadap Pelayanan Terpadu Perizinan dan Non Perizinan,Tersedianya Layanan Konsultasi dan Terkelolanya Pengaduan Masyarakat Terhadap Pelayanan Terpadu Perizinan dan Non Perizinan,Jumlah Orang yang Memperoleh Layanan Konsultasi dan Terkelolanya Pengaduan Masyarakat Terhadap Pelayanan Terpadu Perizinan dan Non Perizinan,Orang
KABKOT,10,PENDIDIKAN,11,Pengembangan Budaya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.22,URUSAN PEMERINTAHAN BIDANG KEBUDAYAAN,2.22.08,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN KEBUDAYAAN,2.22.08.5.01,"Sejarah, Bahasa, Sastra dan Permuseuman",2.22.08.5.01.03,Pembinaan dan Pengelolaan Permuseuman,Terlaksananya Pembinaan dan Pengelolaan Permuseuman,Jumlah Permuseuman yang Dibina dan Dikelola,Unit
KABKOT,04,EKONOMI,90,Ekonomi lainnya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.18,URUSAN PEMERINTAHAN BIDANG PENANAMAN MODAL,2.18.04,PROGRAM PELAYANAN PENANAMAN MODAL,2.18.04.2.01,Pelayanan Perizinan dan Non Perizinan Secara Terpadu Satu Pintu dibidang Penanaman Modal yang Menjadi Kewenangan Daerah Kabupaten/ Kota,2.18.04.2.01.04,Koordinasi dan Sinkronisasi Penetapan Pemberian Fasilitas/Insentif Daerah,Terlaksananya Koordinasi dan Sinkronisasi Penetapan Pemberian Fasilitas/Insentif Daerah bagi Kegiatan Usaha dari Pelaku Usaha,Jumlah Kegiatan Usaha dari Pelaku Usaha yang Melakukan Koordinasi dan Sinkronisasi Penetapan Pemberian Fasilitas/Insentif Daerah ,Kegiatan Usaha
KABKOT,04,EKONOMI,90,Ekonomi lainnya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.18,URUSAN PEMERINTAHAN BIDANG PENANAMAN MODAL,2.18.05,PROGRAM PENGENDALIAN PELAKSANAAN PENANAMAN MODAL,2.18.05.2.01,Pengendalian Pelaksanaan Penanaman Modal yang Menjadi Kewenangan Daerah Kabupaten/Kota,2.18.05.2.01.01,Koordinasi dan Sinkronisasi Pemantauan Pelaksanaan Penanaman Modal,Terlaksananya Koordinasi dan Sinkronisasi Pemantauan Pelaksanaan Penanaman Modal bagi Kegiatan Usaha dari Pelaku Usaha,Jumlah Kegiatan Usaha dari Pelaku Usaha yang Melakukan Koordinasi dan Sinkronisasi Pemantauan Pelaksanaan Penanaman Modal,Kegiatan Usaha.
KABKOT,04,EKONOMI,90,Ekonomi lainnya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.18,URUSAN PEMERINTAHAN BIDANG PENANAMAN MODAL,2.18.05,PROGRAM PENGENDALIAN PELAKSANAAN PENANAMAN MODAL,2.18.05.2.01,Pengendalian Pelaksanaan Penanaman Modal yang Menjadi Kewenangan Daerah Kabupaten/Kota,2.18.05.2.01.02,Koordinasi dan Sinkronisasi Pembinaan Pelaksanaan Penanaman Modal,Terlaksananya Koordinasi dan Sinkronisasi Pembinaan Pelaksanaan Penanaman Modal bagi Pelaku Usaha,Jumlah Pelaku Usaha yang Mendapatkan Pembinaan Pelaksanaan Penanaman Modal,Pelaku Usaha
KABKOT,04,EKONOMI,90,Ekonomi lainnya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.18,URUSAN PEMERINTAHAN BIDANG PENANAMAN MODAL,2.18.05,PROGRAM PENGENDALIAN PELAKSANAAN PENANAMAN MODAL,2.18.05.2.01,Pengendalian Pelaksanaan Penanaman Modal yang Menjadi Kewenangan Daerah Kabupaten/Kota,2.18.05.2.01.03,Koordinasi dan Sinkronisasi Pengawasan Pelaksanaan Penanaman Modal,Terlaksananya Koordinasi dan Sinkronisasi Pengawasan Pelaksanaan Penanaman Modal bagi Kegiatan Usaha dari Pelaku Usaha,Jumlah Kegiatan Usaha dari Pelaku Usaha yang Melakukan Koordinasi dan Sinkronisasi Pengawasan,Kegiatan Usaha
KABKOT,04,EKONOMI,90,Ekonomi lainnya,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.18,URUSAN PEMERINTAHAN BIDANG PENANAMAN MODAL,2.18.06,PROGRAM PENGELOLAAN DATA DAN SISTEM INFORMASI PENANAMAN MODAL,2.18.06.2.01,Pengelolaan Data dan Informasi Perizinan dan Non Perizinan yang Terintegrasi pada Tingkat Daerah Kabupaten/Kota,2.18.06.2.01.01,"Pengolahan, Penyajian dan Pemanfaatan Data dan Informasi Perizinan dan Non Perizinan Berbasis Sistem Pelayanan Perizinan Berusaha Terintegrasi Secara Elektronik","Tersedianya Data dan Informasi Perizinan dan Non Perizinan Berbasis Sistem Pelayanan Perizinan Berusaha Terintegrasi Secara Elektronik yang Diolah, Dikaji dan Dimanfaatkan","Jumlah Data dan Informasi Perizinan dan Non Perizinan Berbasis Sistem Pelayanan Perizinan Berusaha Terintegrasi Secara Elektronik yang Diolah, Dikaji dan Dimanfaatkan",Dokumen
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Terhadap Pemuda Pelopor Kabupaten/Kota, Wirausaha Muda Pemula, dan Pemuda Kader Kabupaten/Kota",2.19.02.2.01.01,"Koordinasi, Sinkronisasi dan Penyelenggaraan Peningkatan Kapasitas Daya Saing Pemuda Pelopor","Terlaksananya Koordinasi, Sinkronisasi dan Penyelenggaraan Peningkatan Kapasitas Daya Saing Pemuda Pelopor",Jumlah Pemuda Pelopor Kabupaten/Kota dari Seluruh Kecamatan yang Ditingkatkan Kapasitas Daya Saingnya,Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Terhadap Pemuda Pelopor Kabupaten/Kota, Wirausaha Muda Pemula, dan Pemuda Kader Kabupaten/Kota",2.19.02.2.01.02,"Koordinasi, Sinkronisasi dan Penyelenggaraan Peningkatan Kapasitas Daya Saing Wira Usaha Pemula",Meningkatnya Kapasitas Daya Saing Wirausaha Pemula Kabupaten/Kota dari Seluruh Kecamatan,Jumlah Wirausaha Pemuda Kabupaten/Kota dari Seluruh Kecamatan yang Ditingkatkan Kapasitas Daya Saingnya,Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Terhadap Pemuda Pelopor Kabupaten/Kota, Wirausaha Muda Pemula, dan Pemuda Kader Kabupaten/Kota",2.19.02.2.01.03,"Koordinasi, Sinkronisasi dan Penyelenggaraan Peningkatan Kapasitas Daya Saing Pemuda Kader Kabupaten/Kota","Terlaksananya Koordinasi, Sinkronisasi dan Penyelenggaraan Peningkatan Kapasitas Daya Saing Pemuda Kader Kabupaten/Kota",Jumlah Pemuda Kader Kabupaten/Kota dari seluruh Kecamatan yang Ditingkatkan Kapasitas Daya Saingnya,Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Terhadap Pemuda Pelopor Kabupaten/Kota, Wirausaha Muda Pemula, dan Pemuda Kader Kabupaten/Kota",2.19.02.2.01.04,"Pemenuhan Hak Setiap Pemuda Melalui Perlindungan Pemuda, Advokasi, Akses Pengembangan Diri, Penggunaan Prasarana dan Sarana Tanpa Diskiriminatif, Partisipasi Pemuda dalam Proses Perencanaan, Pelaksanaan Evaluasi dan Pengambilan Keputusan Program Strategis Kepemudaan","Terlakasananya Pemenuhan Hak Setiap Pemuda Melalui Perlindungan Pemuda, Advokasi, Akses Pengembangan Diri, Penggunaan Prasarana dan Sarana Tanpa Diskiriminatif, Partisipasi Pemuda dalam Proses Perencanaan, Pelaksanaan Evaluasi dan Pengambilan Keputusan Program Strategis Kepemudaan","Jumlah Pemuda Terpenuhi Haknya Melalui Perlindungan Pemuda, Advokasi, Akses Pengembangan Diri, Penggunaan Prasarana dan Sarana Tanpa Diskiriminatif, Partisipasi Pemuda dalam Proses Perencanaan, Pelaksanaan Evaluasi dan Pengambilan Keputusan Program Strategis Kepemudaan",Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Terhadap Pemuda Pelopor Kabupaten/Kota, Wirausaha Muda Pemula, dan Pemuda Kader Kabupaten/Kota",2.19.02.2.01.05,Pelaksanaan Koordinasi Strategis Lintas Sektor Penyelenggaraan Pelayanan Kepemudaan Melalui Implementasi Rencana Aksi Daerah/RAD Tingkat Kabupaten/Kota,Terlaksananya Koordinasi Strategis Lintas Sektor Penyelenggaraan Pelayanan Kepemudaan Melalui Implementasi Rencana Aksi Daerah/RAD Tingkat Kabupaten/Kota,Jumlah Dokumen Hasil Koordinasi Strategis Lintas Sektor Penyelenggaraan Pelayanan Kepemudaan Melalui Implementasi Rencana Aksi Daerah/RAD Tingkat Kabupaten/Kota,Dokumen
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Terhadap Pemuda Pelopor Kabupaten/Kota, Wirausaha Muda Pemula, dan Pemuda Kader Kabupaten/Kota",2.19.02.2.01.06,"Perencanaan, Pengadaan, Pemanfaatan, Pemeliharaan, dan Pengawasan Prasarana dan Sarana Kepemudaan Kabupaten/Kota",Terlaksananya Pengelolaan dan Pemanfaatan Sarana dan Prasarana Kepemudaan Kabupaten/Kota,Jumlah Sarana dan Prasarana Kepemudaan Kabupaten/Kota yang Terkelola dan Termanfaatkan,Unit
KABKOT,08,PARIWISATA,01,Pengembangan Pariwisata,3,Urusan Pilihan,3.26,URUSAN PEMERINTAHAN BIDANG PARIWISATA,3.26.04,PROGRAM PENGEMBANGAN EKONOMI KREATIF MELALUI PEMANFAATAN DAN PERLINDUNGAN HAK KEKAYAAN INTELEKTUAL,3.26.04.2.02,Pengembangan Ekosistem Ekonomi Kreatif ,3.26.04.2.02.06,Pemberian Insentif,Terlaksananya Pemberian Insentif,Jumlah Laporan Hasil Pemberian Insentif,Laporan
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Terhadap Pemuda Pelopor Kabupaten/Kota, Wirausaha Muda Pemula, dan Pemuda Kader Kabupaten/Kota",2.19.02.2.01.07,Pemberian Penghargaan Pemuda dan Organisasi Pemuda yang Berjasa dan/atau Berprestasi,Terlaksananya Pemberian Penghargaan Pemuda dan Organisasi Pemuda yang Berjasa dan/atau Berprestasi,Jumlah Pemuda yang Berjasa dan/atau Berprestasi Penerima Penghargaan,Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Terhadap Pemuda Pelopor Kabupaten/Kota, Wirausaha Muda Pemula, dan Pemuda Kader Kabupaten/Kota",2.19.02.2.01.08,"Peningkatan Kepemimpinan, Kepeloporan dan Kesukarelawanan Pemuda","Meningkatnya Kapasitas Pemuda dalam Kepemimpinan, Kepeloporan dan Kesukarelawanan Kabupaten/Kota dari Seluruh Kecamatan","Jumlah Pemuda yang Ditingkatkan Kapasitasnya dalam Kepemimpinan, Kepeloporan dan Kesukarelawanan Kabupaten/Kota dari Seluruh Kecamatan",Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.01,"Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Terhadap Pemuda Pelopor Kabupaten/Kota, Wirausaha Muda Pemula, dan Pemuda Kader Kabupaten/Kota",2.19.02.2.01.09,Penyelenggaraan Seleksi dan Pelatihan Pasukan Pengibar Bendera,Terselenggaranya Seleksi dan Pelatihan Pasukan Pengibar Bendera,Jumlah Pemuda Kader Kabupaten/Kota yang Diseleksi sebagai Pasukan Pengibar Bendera dan Diberikan Pelatihan,Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.02,Pemberdayaan dan Pengembangan Organisasi Kepemudaan Tingkat Daerah Kabupaten/Kota,2.19.02.2.02.01,"Koordinasi, Sinkronisasi dan Pelaksanaan Pemberdayaan Pemuda atau Organisasi Kepemudaan Melalui Kemitraan dengan Dunia Usaha","Terlaksananya Koordinasi, Sinkronisasi dan Pelaksanaan Pemberdayaan Pemuda Melalui Kemitraan dengan Dunia Usaha",Jumlah Pemuda Kader yang Terfasilitasi Kemitraan dengan Dunia Usaha,Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,2.19.02.2.02,Pemberdayaan dan Pengembangan Organisasi Kepemudaan Tingkat Daerah Kabupaten/Kota,2.19.02.2.02.02,Peningkatan Kapasitas Pemuda dan Organisasi Kepemudaan Kabupaten/Kota,Meningkatnya Kapasitas Organisasi Kepemudaan ,Jumlah Dokumen Hasil Peningkatan Kapasitas Organisasi Kepemudaan,Dokumen
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.01,Pembinaan dan Pengembangan Olahraga Pendidikan pada Jenjang Pendidikan yang Menjadi Kewenangan Daerah Kabupaten/Kota,2.19.03.2.01.01,"Koordinasi, Sinkronisasi dan Pelaksanaan Pembentukan dan Pengembangan Pusat Pembinaan dan Pelatihan Olahraga serta Sekolah Olahraga yang Diselenggarakan oleh Masyarakat dan Dunia Usaha",Berkembangnya Pusat Pembinaan dan Pelatihan Olahraga serta Sekolah Olahraga yang Diselenggarakan oleh Masyarakat dan Dunia Usaha,Jumlah Pusat Pembinaan dan Pelatihan Olahraga serta Sekolah Olahraga yang Diselenggarakan oleh Masyarakat dan Dunia Usaha yang Dikembangkan,Unit
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.01,Pembinaan dan Pengembangan Olahraga Pendidikan pada Jenjang Pendidikan yang Menjadi Kewenangan Daerah Kabupaten/Kota,2.19.03.2.01.02,"Koordinasi, Sinkronisasi dan Pelaksanaan Pemberdayaan Perkumpulan Olahraga dan Penyelenggaraan Kompetisi oleh Satuan Pendidikan Dasar","Terselenggaranya Koordinasi, Sinkronisasi dan Pelaksanaan Pemberdayaan Perkumpulan Olahraga dan Penyelenggaraan Kompetisi oleh Satuan Pendidikan Dasar",Jumlah Dokumen Penyelenggaraan Kompetisi Olahraga oleh Perkumpulan Olahraga dan Satuan Pendidikan Dasar,Dokumen
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.01,Pembinaan dan Pengembangan Olahraga Pendidikan pada Jenjang Pendidikan yang Menjadi Kewenangan Daerah Kabupaten/Kota,2.19.03.2.01.03,"Koordinasi, Sinkronisasi dan Pelaksanaan Penyediaan Sarana dan Prasarana Olahraga Kabupaten/Kota","Terlaksananya Koordinasi, Sinkronisasi dan Pelaksanaan Penyediaan Sarana dan Prasarana Olahraga Kabupaten/Kota",Jumlah Sarana dan Prasarana Olahraga Kabupaten/Kota yang Tersedia dan Termanfaatkan,Unit
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.02,Penyelenggaraan Kejuaraan Olahraga Tingkat Daerah Kabupaten/Kota,2.19.03.2.02.01,Penyelenggaraan Kejuaraan Olahraga Multi Event dan Single Event Tingkat Kabupaten/Kota,Terselenggaranya Kejuaraan Multi Event dan Single Event Tingkat Kabupaten/Kota ,Jumlah Dokumen Penyelenggaraan Kejuaraan Multi Event dan Single Event Tingkat Kabupaten/Kota ,Dokumen
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.02,Penyelenggaraan Kejuaraan Olahraga Tingkat Daerah Kabupaten/Kota,2.19.03.2.02.02,Penyelenggaraan Kejuaraan dan Pekan Olahraga Tingkat Kabupaten/Kota,Terselenggaranya Kejuaraan dan Pekan Olahraga Tingkat Kabupaten/Kota,Jumlah Dokumen Penyelenggaraan Kejuaraan dan Pekan Olahraga Tingkat Kabupaten/Kota,Dokumen
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.02,Penyelenggaraan Kejuaraan Olahraga Tingkat Daerah Kabupaten/Kota,2.19.03.2.02.03,Partisipasi dan Keikutsertaan dalam Penyelenggaraan Kejuaraan,Terlaksananya Partisipasi dan Keikutsertaan dalam Penyelenggaraan Kejuaraan,Jumlah Peserta yang Berpartisipasi dalam Kegiatan Penyelenggaraan Kejuaraan,Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.03,Pembinaan dan Pengembangan Olahraga Prestasi Tingkat Daerah Provinsi,2.19.03.2.03.01,Seleksi Atlet Daerah,Terlaksananya Seleksi Atlet Daerah,Jumlah Atlet Daerah yang Diseleksi,Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.03,Pembinaan dan Pengembangan Olahraga Prestasi Tingkat Daerah Provinsi,2.19.03.2.03.02,"Pemusatan Latihan Daerah, Ilmu Pengetahuan dan Teknologi Keolahragaan (Sport Science)","Terlaksananya Pemusatan Latihan Daerah, Ilmu Pengetahuan dan Teknologi Keolahragaan (Sport Science)",Jumlah Pemusatan Latihan Daerah yang Berkualitas berdasarkan Ilmu Pengetahuan dan Teknologi Keolahragaaan (Sport Science),Pelatda
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.03,Pembinaan dan Pengembangan Olahraga Prestasi Tingkat Daerah Provinsi,2.19.03.2.03.03,Pembinaan dan Pengembangan Atlet Berprestasi Kabupaten/Kota,Terlaksananya Pembinaan dan Pengembangan Atlet Berprestasi Kabupaten/Kota Secara Berkelanjutan,Jumlah Atlet Berprestasi Kabupaten/Kota yang Dilakukan Pembinaan dan Pengembangan,Orang
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.03,Pembinaan dan Pengembangan Olahraga Prestasi Tingkat Daerah Provinsi,2.19.03.2.03.05,Koordinasi dan Sinkronisasi Penyediaan Data dan Informasi Sektoral Olahraga,Terlaksananya Penyediaan dan Pemanfaatan Data dan Informasi Sektoral Olahraga,Jumlah Data dan Informasi Sektoral Olahraga yang Tersedia dan Termanfaatkan,Dokumen
KABKOT,10,PENDIDIKAN,10,Pembinaan Kepemudaan dan Olahraga,2,Urusan Wajib yang Tidak Berkaitan dengan Pelayanan Dasar,2.19,URUSAN PEMERINTAHAN BIDANG KEPEMUDAAN DAN OLAHRAGA,2.19.03,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN,2.19.03.2.04,Pembinaan dan Pengembangan Organisasi Olahraga,2.19.03.2.04.01,Standardisasi Organisasi Keolahragaan,Terlaksananya Standardisasi Organisasi Keolahragaan,Jumlah Dokumen Hasil Pelaksanaan Standardisasi Organisasi Keolahragaan,Dokumen
